PostId,comments,likes,shares,time,timestamp,ranking
1,89103,820588,11171,2023-04-29T16:16:02.000Z,1682784962,1
2,51096,842670,13176,2023-04-08T21:37:35.000Z,1680989855,1
3,26397,438334,4489,2023-04-04T21:37:35.000Z,1680644255,0
4,57000,1200000,24000,2023-03-25T16:16:02.000Z,1679780255,0
5,105000,1800000,55000,2023-03-24T21:37:35.000Z,1679607455,1
6,66000,1700000,24000,2023-03-22T21:37:35.000Z,1679348255,0
7,27000,474000,2400,2023-03-21T16:16:02.000Z,1679175455,0
